Age,Gender,Marital_Status,Governorate,Household_Size,Salary,Degree_Level,Employment_Status,Primary_Income_Source,Has_Other_Social_Benefits,Assets_Value,Liabilities_Value,Number_of_Children,Working_Children_Count,Total_Spouse_Income,Total_Children_Income,Total_Household_Income,Vehicle_Ownership,Vehicle_Count,Cylinder_Count,Vehicle_Age_Years,Fuel_Type,Expected_Fuel_Consumption_L,Average_Fuel_Consumption_L,Fuel_Deviation_L,Fuel_Deviation_Ratio,Previous_Subsidy_Received,Previous_Subsidy_Amount,Late_or_Missed_Renewals,Applications_Last_12_Months,Eligible,ID,Fraud
50.0,1,2,1,3,80.0,0,2,0,0,6080.0,1642.32,0,0,0.0,0.0,80.0,1,1,8,5,1,100.0,94.723,-5.28,0.947,1,16.09,0,0,1,14380099,0
19.0,1,1,1,6,80.0,0,3,2,0,2046.59,3488.18,1,0,535.93,0.0,615.93,1,1,6,5,1,100.0,83.546,-16.45,0.835,1,37.97,1,3,1,17958718,0
38.0,1,1,1,7,80.0,1,3,2,0,1667.32,2890.39,1,0,264.58,0.0,344.58,1,1,6,9,1,100.0,110.624,10.62,1.106,0,5.0,1,0,1,12031861,0
22.0,0,2,3,4,80.0,3,3,2,0,5933.08,1492.84,0,0,0.0,0.0,80.0,1,0,6,5,0,100.0,53.936,-46.06,0.539,1,17.19,0,0,1,17487659,0
43.0,1,2,4,5,99.74,0,0,2,1,1914.77,800.85,0,0,0.0,0.0,99.74,1,2,6,9,0,100.0,139.272,39.27,1.393,0,5.0,0,0,1,10342004,0
46.0,1,1,4,5,80.0,2,0,2,0,2484.22,633.95,2,0,292.87,0.0,372.87,1,0,4,9,1,100.0,73.19,-26.81,0.732,1,15.48,0,2,1,19394683,0
24.0,0,2,0,5,80.0,2,2,0,0,5605.19,3070.87,0,0,0.0,0.0,80.0,1,3,4,3,1,100.0,75.567,-24.43,0.756,1,26.47,0,1,1,10860885,0
18.0,1,1,1,7,138.73,2,2,0,1,2413.2,2834.41,3,1,493.17,89.89,721.79,1,1,6,5,1,100.0,94.929,-5.07,0.949,1,19.87,0,2,1,16709836,0
43.0,0,2,3,9,95.92,0,0,0,0,9385.62,1685.12,0,0,0.0,0.0,95.92,1,1,4,9,1,100.0,144.679,44.68,1.447,0,5.0,0,2,1,10016741,0
58.0,0,1,0,4,156.64,2,0,0,0,2909.16,5968.99,1,0,222.98,0.0,379.62,1,2,6,4,0,100.0,108.608,8.61,1.086,0,5.0,0,2,1,14686687,0
40.0,1,2,1,1,80.0,4,0,0,0,3849.33,6102.82,0,0,0.0,0.0,80.0,1,2,6,10,1,100.0,96.746,-3.25,0.967,1,40.85,0,2,1,15766358,0
37.0,1,1,2,6,86.58,2,3,1,0,6829.95,2792.23,2,2,256.24,233.08,575.9,1,2,8,8,0,100.0,100.474,0.47,1.005,1,14.4,0,0,1,19225467,0
45.0,0,1,3,2,80.0,1,1,0,1,2579.62,2153.79,2,0,290.47,0.0,370.47,1,1,6,11,0,100.0,117.535,17.53,1.175,1,27.15,0,2,1,19426966,0
44.0,0,1,0,5,80.0,2,0,0,0,1694.43,735.6,3,0,209.41,0.0,289.41,1,2,4,13,1,100.0,115.7,15.7,1.157,0,5.0,0,0,1,17712368,0
25.0,0,2,2,5,80.0,3,0,2,0,1447.74,2415.68,0,0,0.0,0.0,80.0,1,1,4,12,1,100.0,140.333,40.33,1.403,0,5.0,0,1,1,16180489,0
27.0,1,2,4,1,87.53,2,0,0,0,2779.24,1790.91,0,0,0.0,0.0,87.53,1,1,4,13,0,100.0,98.538,-1.46,0.985,1,12.29,0,1,1,15335757,0
42.0,1,2,4,4,80.0,4,3,0,0,2673.79,11752.11,0,0,0.0,0.0,80.0,1,1,4,7,0,100.0,107.626,7.63,1.076,1,13.6,0,0,1,19188321,0
33.0,1,1,1,4,144.52,0,0,2,0,2388.25,3133.04,2,0,283.67,0.0,428.19,1,2,6,5,1,100.0,84.51,-15.49,0.845,1,20.42,1,2,1,14311931,0
51.0,1,1,1,5,101.55,4,0,1,1,1674.11,2208.04,1,1,291.85,149.48,542.88,1,1,4,4,0,100.0,55.897,-44.1,0.559,1,25.14,1,3,1,12079124,0
27.0,1,0,1,4,125.93,0,2,2,1,3245.61,2996.81,2,0,0.0,0.0,125.93,1,3,8,2,0,100.0,82.277,-17.72,0.823,1,49.78,0,1,1,10721041,0
44.0,1,1,4,2,80.0,2,0,2,0,1300.11,4427.35,1,0,566.28,0.0,646.28,1,1,4,7,1,100.0,85.945,-14.06,0.859,1,23.72,0,1,1,17801054,0
39.0,0,2,1,2,81.24,2,0,0,1,1498.02,1431.61,0,0,0.0,0.0,81.24,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,1,0,11393404,0
33.0,0,1,4,1,80.0,0,0,1,0,4479.58,2094.26,0,0,481.44,0.0,561.44,1,4,4,6,1,100.0,67.754,-32.25,0.678,1,17.83,0,0,1,11883614,0
49.0,0,1,3,3,80.0,2,0,3,1,2109.41,2139.09,3,0,204.27,0.0,284.27,1,0,6,5,1,100.0,129.878,29.88,1.299,1,22.95,1,1,1,13502553,0
43.0,1,2,1,4,99.31,2,2,0,0,3538.62,3061.99,0,0,0.0,0.0,99.31,1,2,6,6,1,100.0,90.706,-9.29,0.907,1,15.54,0,1,1,15343653,0
23.0,1,2,4,4,126.61,1,0,0,0,2899.58,4097.66,0,0,0.0,0.0,126.61,1,2,4,10,0,100.0,68.388,-31.61,0.684,0,5.0,0,2,1,19054981,0
43.0,0,0,3,1,80.99,2,2,1,1,3546.71,1836.39,1,0,0.0,0.0,80.99,0,0,0,0,2,0.0,0.0,0.0,0.0,1,18.97,0,1,0,13437337,0
51.0,1,1,1,7,122.58,2,0,0,1,3503.57,2710.86,3,0,241.06,0.0,363.64,1,1,8,10,1,100.0,75.638,-24.36,0.756,1,24.09,0,0,1,14764727,0
33.0,0,1,1,2,122.46,2,0,0,0,4059.77,1395.27,3,0,405.65,0.0,528.11,1,6,6,7,0,100.0,93.514,-6.49,0.935,1,20.92,0,1,1,14947234,0
32.0,1,1,4,4,99.19,1,2,0,0,3298.4,1559.24,1,0,298.15,0.0,397.34,1,1,4,10,1,100.0,97.142,-2.86,0.971,0,5.0,0,0,1,15104842,0
27.0,1,2,2,5,80.0,4,0,0,0,2059.2,322.14,0,0,0.0,0.0,80.0,1,0,4,8,1,100.0,130.057,30.06,1.301,0,5.0,0,0,1,10267362,0
35.0,0,2,1,6,80.0,4,2,0,0,1789.19,1198.33,0,0,0.0,0.0,80.0,1,3,8,11,0,100.0,103.225,3.22,1.032,1,35.1,0,0,1,16445217,0
43.0,1,2,2,9,118.83,2,3,3,0,2780.47,1020.38,0,0,0.0,0.0,118.83,1,1,6,11,1,100.0,95.571,-4.43,0.956,0,5.0,0,1,1,10043927,0
25.0,1,3,1,3,118.52,4,1,1,0,4855.02,343.03,3,0,0.0,0.0,118.52,1,1,6,4,1,100.0,96.854,-3.15,0.969,1,19.82,0,2,1,16892496,0
19.0,1,2,3,9,108.34,2,3,1,0,2093.25,2828.83,0,0,0.0,0.0,108.34,1,2,4,4,1,100.0,82.208,-17.79,0.822,1,26.45,0,2,1,13916036,0
30.0,0,2,4,3,80.0,0,0,0,0,5007.33,2771.16,0,0,0.0,0.0,80.0,1,3,8,9,1,100.0,48.667,-51.33,0.487,1,12.92,0,2,1,13205403,0
18.0,1,1,0,5,96.85,1,2,2,0,1838.21,1951.29,4,0,344.91,0.0,441.76,1,1,4,7,1,100.0,123.941,23.94,1.239,1,5.0,0,0,1,14125058,0
41.0,1,2,3,3,86.65,2,0,3,0,2776.12,773.11,0,0,0.0,0.0,86.65,0,0,0,0,2,0.0,0.0,0.0,0.0,1,13.67,0,1,0,15098753,0
30.0,0,1,2,3,122.22,2,0,1,0,2822.53,667.42,2,1,229.91,70.1,422.23,1,1,8,5,1,100.0,36.049,-63.95,0.36,1,17.36,0,1,1,11877822,0
18.0,0,1,1,4,122.48,1,2,1,0,1915.73,5054.93,1,1,389.99,44.8,557.27,0,0,0,0,2,0.0,0.0,0.0,0.0,1,34.05,0,1,0,17012406,0
31.0,1,1,0,7,116.87,0,0,0,0,4928.1,1889.27,6,1,416.63,24.96,558.46,1,1,6,10,1,100.0,157.11,57.11,1.571,0,5.0,0,0,1,13177365,0
33.0,0,1,4,2,80.0,3,0,1,0,3454.16,1662.88,2,0,180.34,0.0,260.34,1,2,4,5,1,100.0,106.221,6.22,1.062,1,15.15,1,1,1,16565478,0
40.0,1,2,3,4,109.97,3,0,1,1,6045.94,2078.02,0,0,0.0,0.0,109.97,1,1,4,2,1,100.0,80.824,-19.18,0.808,0,5.0,0,0,1,11726695,0
33.0,1,1,2,5,150.29,4,0,1,1,2232.02,6622.13,4,0,442.14,0.0,592.43,0,0,0,0,2,0.0,0.0,0.0,0.0,1,28.82,0,1,0,12401102,0
57.0,1,2,4,8,185.77,0,0,1,0,2675.15,3771.49,0,0,0.0,0.0,185.77,0,0,0,0,2,0.0,0.0,0.0,0.0,1,27.12,0,1,0,18068196,0
29.0,0,2,3,4,116.17,4,0,0,0,1614.52,1331.89,0,0,0.0,0.0,116.17,1,2,4,8,0,100.0,40.631,-59.37,0.406,1,31.95,1,1,1,15712483,0
34.0,0,1,4,4,80.0,2,0,1,0,4284.47,5841.05,1,0,117.09,0.0,197.09,1,0,6,6,1,100.0,136.51,36.51,1.365,1,16.66,0,0,1,13294859,0
34.0,0,1,4,2,190.27,0,0,1,0,2333.91,2847.43,2,0,332.45,0.0,522.72,1,4,6,5,1,100.0,132.994,32.99,1.33,1,17.36,0,2,1,11560786,0
32.0,1,1,3,6,175.88,2,0,2,0,1785.93,1680.48,1,0,187.32,0.0,363.2,1,1,8,7,1,100.0,154.133,54.13,1.541,1,34.83,0,5,1,12281201,0
37.0,0,2,3,9,80.0,0,0,0,0,4699.93,2419.07,0,0,0.0,0.0,80.0,1,1,4,6,0,100.0,85.538,-14.46,0.855,0,5.0,0,1,1,15053915,0
41.0,0,0,1,3,161.44,0,0,0,0,2991.61,4988.68,0,0,0.0,0.0,161.44,1,2,4,11,0,100.0,111.132,11.13,1.111,1,20.11,0,1,1,17619255,0
51.0,1,1,0,5,139.9,0,2,2,0,4998.04,3732.36,1,0,239.66,0.0,379.56,0,0,0,0,2,0.0,0.0,0.0,0.0,1,35.32,0,1,0,13219587,0
18.0,0,2,2,4,80.0,2,2,0,1,3916.75,906.13,0,0,0.0,0.0,80.0,1,2,6,8,1,100.0,48.848,-51.15,0.488,1,16.58,0,1,1,13574626,0
29.0,0,2,1,3,112.87,2,3,2,0,1862.63,5063.57,0,0,0.0,0.0,112.87,0,0,0,0,2,0.0,0.0,0.0,0.0,1,30.16,1,0,0,16590971,0
30.0,1,2,1,5,156.34,0,2,1,1,2148.76,1771.63,0,0,0.0,0.0,156.34,0,0,0,0,2,0.0,0.0,0.0,0.0,1,18.16,0,0,0,13023857,0
46.0,1,1,1,5,135.11,0,0,2,0,2437.56,758.68,2,1,383.91,38.19,557.21,1,2,4,4,1,100.0,118.332,18.33,1.183,1,24.2,0,1,1,14745447,0
31.0,0,1,3,2,164.15,1,0,2,0,6691.61,2553.63,4,0,296.32,0.0,460.47,1,1,4,5,0,100.0,101.408,1.41,1.014,1,35.56,2,1,1,16911334,0
18.0,0,1,1,2,149.04,2,3,0,0,2361.47,5378.56,2,1,369.07,93.8,611.91,1,1,4,7,1,100.0,84.646,-15.35,0.846,0,5.0,1,1,1,17158857,0
36.0,0,2,0,3,82.22,2,0,0,0,4273.22,4301.45,0,0,0.0,0.0,82.22,0,0,0,0,2,0.0,0.0,0.0,0.0,1,6.59,1,1,0,14733070,0
35.0,0,1,4,4,106.94,2,0,0,1,6440.57,4102.05,6,2,282.06,132.25,521.25,1,3,6,4,1,100.0,105.421,5.42,1.054,0,5.0,0,1,1,19150374,0
37.0,0,1,2,4,80.0,2,0,2,1,3171.96,2798.44,3,1,276.71,63.59,420.3,0,0,0,0,2,0.0,0.0,0.0,0.0,1,24.59,0,1,0,11623243,0
23.0,0,1,2,8,80.0,3,2,2,0,3514.47,1538.03,4,1,315.36,105.13,500.49,1,2,8,6,0,100.0,100.315,0.31,1.003,0,5.0,0,0,1,19950307,0
56.0,0,1,4,5,80.1,0,0,1,0,2411.13,2815.6,2,0,224.88,0.0,304.98,1,2,6,6,0,100.0,152.157,52.16,1.522,1,27.0,0,0,1,17426136,0
31.0,1,1,2,1,96.82,2,0,1,1,3023.03,3162.0,1,0,255.2,0.0,352.02,1,2,6,8,1,100.0,91.795,-8.2,0.918,1,12.43,0,0,1,12572873,0
33.0,1,1,1,4,117.14,1,0,1,0,4779.74,2328.65,2,0,212.48,0.0,329.62,1,2,6,7,0,100.0,129.72,29.72,1.297,1,21.78,0,1,1,10839203,0
24.0,1,2,0,1,123.38,2,3,2,0,7612.3,1320.31,0,0,0.0,0.0,123.38,1,0,6,6,1,100.0,122.002,22.0,1.22,1,30.84,0,0,1,12513125,0
24.0,1,2,1,3,99.46,1,3,0,0,3212.04,1867.13,0,0,0.0,0.0,99.46,1,2,8,5,1,100.0,106.405,6.41,1.064,1,21.24,1,0,1,19064461,0
20.0,1,2,3,8,92.47,2,2,0,0,3003.64,4197.83,0,0,0.0,0.0,92.47,0,0,0,0,2,0.0,0.0,0.0,0.0,1,14.48,0,1,0,11340238,0
30.0,0,3,1,2,80.0,3,0,2,0,5216.75,3074.67,3,0,0.0,0.0,80.0,1,1,4,5,1,100.0,117.322,17.32,1.173,1,20.42,0,3,1,15315643,0
24.0,0,2,0,4,102.51,4,2,0,0,3171.78,1754.48,0,0,0.0,0.0,102.51,1,4,6,7,1,100.0,107.824,7.82,1.078,1,28.66,1,0,1,14242500,0
60.0,1,1,1,4,116.65,2,2,2,0,2072.09,2419.49,2,0,242.89,0.0,359.54,1,1,4,8,0,100.0,68.495,-31.5,0.685,1,16.44,0,1,1,19737747,0
18.0,1,2,2,4,80.0,0,3,0,0,2591.4,5046.0,0,0,0.0,0.0,80.0,1,3,4,5,0,100.0,116.086,16.09,1.161,1,21.98,0,0,1,15345899,0
21.0,0,2,1,3,106.99,4,3,1,1,3711.17,1291.77,0,0,0.0,0.0,106.99,1,1,4,7,1,100.0,133.082,33.08,1.331,0,5.0,1,2,1,12076636,0
30.0,0,2,1,9,110.18,0,2,2,1,1963.42,497.4,0,0,0.0,0.0,110.18,1,1,6,7,1,100.0,109.788,9.79,1.098,1,20.61,0,0,1,10481732,0
43.0,1,2,1,5,80.0,4,0,0,0,4189.54,5319.91,0,0,0.0,0.0,80.0,1,2,4,8,0,100.0,73.31,-26.69,0.733,0,5.0,1,2,1,10873699,0
30.0,1,2,1,5,230.4,0,3,0,1,2920.34,2058.56,0,0,0.0,0.0,230.4,1,3,4,7,0,100.0,93.478,-6.52,0.935,1,30.33,0,0,1,19966638,0
43.0,1,2,1,3,80.0,1,3,0,1,2613.36,926.6,0,0,0.0,0.0,80.0,1,1,6,8,0,100.0,79.726,-20.27,0.797,1,16.97,0,1,1,10630136,0
23.0,0,2,0,8,80.0,2,2,0,0,4384.35,2833.51,0,0,0.0,0.0,80.0,1,4,4,12,1,100.0,77.159,-22.84,0.772,1,24.09,0,0,1,17418995,0
36.0,1,2,1,6,98.31,2,0,0,1,3629.48,3930.13,0,0,0.0,0.0,98.31,1,3,4,5,1,100.0,94.179,-5.82,0.942,1,16.72,2,0,1,19385494,0
56.0,0,1,0,6,105.99,2,1,0,0,1451.68,1319.04,2,1,333.56,124.33,563.88,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,1,1,0,19051179,0
23.0,0,2,3,1,80.0,0,3,0,0,5520.29,2689.89,0,0,0.0,0.0,80.0,1,4,6,10,1,100.0,126.375,26.38,1.264,0,5.0,0,2,1,13797449,0
40.0,0,1,4,3,206.2,2,3,1,0,1816.21,9032.87,1,0,96.97,0.0,303.17,0,0,0,0,2,0.0,0.0,0.0,0.0,1,32.67,0,0,0,11084019,0
37.0,1,3,3,3,164.3,2,2,0,1,2258.59,2103.72,3,0,0.0,0.0,164.3,1,1,4,8,1,100.0,72.574,-27.43,0.726,1,27.97,0,2,1,13717826,0
18.0,0,2,3,7,111.17,4,2,2,0,2165.53,291.65,0,0,0.0,0.0,111.17,1,3,4,9,1,100.0,117.98,17.98,1.18,1,26.1,0,0,1,15499959,0
28.0,1,2,1,3,80.0,0,0,0,1,2630.06,14674.9,0,0,0.0,0.0,80.0,1,2,4,7,0,100.0,108.254,8.25,1.083,1,12.82,0,1,1,10314522,0
49.0,0,2,0,7,80.0,1,0,1,0,1973.72,3147.18,0,0,0.0,0.0,80.0,0,0,0,0,2,0.0,0.0,0.0,0.0,1,21.34,0,0,0,13791889,0
37.0,0,3,0,2,118.86,2,0,0,0,4057.78,2291.15,2,0,0.0,0.0,118.86,1,0,6,6,1,100.0,35.119,-64.88,0.351,1,18.69,0,2,1,16758157,0
20.0,0,2,1,7,134.37,1,3,1,0,3738.92,2484.36,0,0,0.0,0.0,134.37,1,0,4,5,0,100.0,153.153,53.15,1.532,0,5.0,0,2,1,15889188,0
43.0,1,1,4,7,92.44,2,0,1,1,1867.56,1556.22,1,0,334.75,0.0,427.19,1,2,8,3,1,100.0,113.549,13.55,1.135,1,17.17,0,0,1,14726474,0
29.0,1,2,0,2,100.2,4,0,1,0,6112.92,3041.72,0,0,0.0,0.0,100.2,1,2,6,5,1,100.0,72.571,-27.43,0.726,1,24.96,0,0,1,16745463,0
39.0,1,1,1,5,80.0,0,0,0,0,3786.92,630.07,4,1,374.3,172.42,626.72,1,0,4,6,0,100.0,54.282,-45.72,0.543,1,11.64,2,4,1,10157424,0
40.0,1,1,2,2,80.0,1,3,0,0,3169.62,2436.9,5,2,150.8,117.49,348.29,1,3,6,6,1,100.0,43.487,-56.51,0.435,1,19.12,2,0,1,16157726,0
22.0,0,2,2,1,98.08,2,3,1,1,4359.05,725.74,0,0,0.0,0.0,98.08,1,2,4,4,0,100.0,116.667,16.67,1.167,1,22.89,0,1,1,13254477,0
44.0,0,1,1,3,80.0,1,0,1,1,5078.23,3195.5,5,0,430.96,0.0,510.96,1,3,6,7,0,100.0,113.077,13.08,1.131,1,25.65,1,1,1,11337195,0
23.0,1,2,2,2,99.89,2,3,0,1,6291.61,8604.28,0,0,0.0,0.0,99.89,1,1,4,11,1,100.0,76.573,-23.43,0.766,1,43.44,0,1,1,18463115,0
19.0,1,2,2,4,103.26,2,0,1,0,4610.88,924.64,0,0,0.0,0.0,103.26,0,0,0,0,2,0.0,0.0,0.0,0.0,1,27.46,0,1,0,10766993,0
24.0,0,2,1,4,82.34,2,3,2,0,3999.42,585.18,0,0,0.0,0.0,82.34,1,1,4,5,0,100.0,127.862,27.86,1.279,1,33.4,0,1,1,15679809,0
31.0,1,1,0,3,80.0,0,0,1,0,4324.14,5336.89,4,0,157.42,0.0,237.42,1,3,6,6,0,100.0,153.345,53.34,1.533,1,31.33,0,3,1,15279704,0
36.0,0,2,4,3,150.72,1,3,1,0,6647.72,1029.54,0,0,0.0,0.0,150.72,0,0,0,0,2,0.0,0.0,0.0,0.0,1,20.72,1,0,0,13824808,0
26.0,0,1,0,4,101.99,2,0,2,1,6652.85,1256.23,1,0,209.9,0.0,311.89,1,1,8,6,1,100.0,131.801,31.8,1.318,1,32.7,0,0,1,15917639,0
44.0,1,1,4,2,80.0,2,2,1,1,6064.61,1225.2,3,0,293.74,0.0,373.74,1,1,4,9,1,100.0,110.382,10.38,1.104,1,26.54,0,1,1,14316292,0
38.0,0,1,0,3,96.53,0,1,0,0,4690.51,2279.7,2,0,259.29,0.0,355.82,1,0,6,3,1,100.0,77.059,-22.94,0.771,1,24.43,0,2,1,15295912,0
27.0,0,1,3,2,80.0,4,0,0,0,4005.93,2050.05,3,0,487.94,0.0,567.94,1,3,6,8,0,100.0,124.424,24.42,1.244,1,26.74,1,1,1,12390082,0
46.0,1,1,0,1,87.53,2,0,1,1,2927.83,2759.83,1,0,165.32,0.0,252.85,1,2,4,6,1,100.0,87.599,-12.4,0.876,1,34.75,2,1,1,15466349,0
49.0,0,1,3,5,98.27,2,2,2,0,2200.35,2852.04,1,0,213.75,0.0,312.02,0,0,0,0,2,0.0,0.0,0.0,0.0,1,23.2,0,0,0,14230642,0
34.0,0,1,3,3,80.0,0,0,2,1,1719.97,1037.87,2,0,218.64,0.0,298.64,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,0,0,11290014,0
32.0,0,2,2,3,128.03,2,0,3,1,1854.23,1780.47,0,0,0.0,0.0,128.03,1,0,6,4,0,100.0,53.903,-46.1,0.539,1,25.83,0,0,1,12750528,0
18.0,0,2,4,6,80.0,1,3,0,1,7945.76,4257.83,0,0,0.0,0.0,80.0,1,0,4,6,1,100.0,132.009,32.01,1.32,1,41.75,1,3,1,19953501,0
30.0,0,1,1,2,114.73,2,0,0,0,3393.03,2829.74,4,1,545.39,36.45,696.57,1,2,6,5,0,100.0,167.862,67.86,1.679,1,16.93,0,0,1,16983640,0
32.0,1,2,1,3,108.73,2,3,0,0,3717.93,2628.94,0,0,0.0,0.0,108.73,1,3,6,3,0,100.0,78.558,-21.44,0.786,1,30.46,1,2,1,12961299,0
38.0,0,2,1,8,95.73,3,1,0,0,1348.84,1505.83,0,0,0.0,0.0,95.73,1,2,8,10,1,100.0,125.291,25.29,1.253,0,5.0,2,1,1,15040355,0
33.0,1,2,2,5,80.0,0,3,1,0,2916.84,1024.27,0,0,0.0,0.0,80.0,0,0,0,0,2,0.0,0.0,0.0,0.0,1,24.24,0,0,0,12529613,0
38.0,0,1,1,6,80.0,4,0,2,1,2223.04,2252.63,4,1,541.48,157.11,778.59,1,0,4,7,1,100.0,63.428,-36.57,0.634,1,16.12,0,1,1,12246935,0
53.0,1,2,1,6,115.16,0,0,0,1,5339.32,6243.0,0,0,0.0,0.0,115.16,1,3,4,11,0,100.0,106.397,6.4,1.064,1,27.2,0,1,1,11272053,0
29.0,0,1,4,5,87.05,2,0,0,1,6452.52,3542.48,1,0,115.11,0.0,202.16,1,2,4,6,0,100.0,91.697,-8.3,0.917,1,19.74,0,1,1,17608809,0
29.0,1,2,2,5,80.0,2,0,0,0,5886.18,2674.41,0,0,0.0,0.0,80.0,1,0,4,4,1,100.0,120.631,20.63,1.206,1,12.06,0,2,1,10259674,0
19.0,0,2,4,2,80.0,0,3,0,0,1345.0,5831.62,0,0,0.0,0.0,80.0,1,0,8,6,1,100.0,103.658,3.66,1.037,1,22.24,0,1,1,17004431,0
35.0,0,2,1,2,86.62,0,0,1,1,3564.71,3322.69,0,0,0.0,0.0,86.62,1,2,6,6,0,100.0,123.397,23.4,1.234,1,25.42,1,1,1,15805269,0
47.0,1,2,0,4,80.0,0,3,1,0,1809.28,2340.14,0,0,0.0,0.0,80.0,1,1,4,10,1,100.0,109.796,9.8,1.098,0,5.0,0,1,1,17164637,0
18.0,0,2,4,2,80.0,3,2,1,1,3833.58,456.11,0,0,0.0,0.0,80.0,1,1,6,9,1,100.0,66.073,-33.93,0.661,1,29.08,0,2,1,11688492,0
27.0,0,1,0,3,135.03,0,0,1,1,1571.7,778.63,2,2,233.0,255.27,623.3,0,0,0,0,2,0.0,0.0,0.0,0.0,1,34.04,1,1,0,10532315,0
35.0,0,1,3,8,80.0,1,0,1,0,4985.13,1577.45,1,0,120.62,0.0,200.62,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,2,0,14523173,0
45.0,0,1,1,5,80.5,2,0,0,0,1594.01,929.3,1,1,278.97,134.8,494.27,1,0,4,8,1,100.0,108.741,8.74,1.087,1,26.71,0,1,1,14930273,0
40.0,1,2,1,6,80.0,1,2,0,0,4860.39,3827.01,0,0,0.0,0.0,80.0,1,4,8,11,0,100.0,133.627,33.63,1.336,0,5.0,0,0,1,14293300,0
39.0,1,2,0,2,169.59,4,2,0,0,1632.01,1405.49,0,0,0.0,0.0,169.59,0,0,0,0,2,0.0,0.0,0.0,0.0,1,16.03,0,0,0,10256427,0
32.0,1,1,1,3,80.0,1,0,0,0,2662.65,1038.47,1,0,251.8,0.0,331.8,1,0,6,10,1,100.0,94.919,-5.08,0.949,1,25.84,0,3,1,16602589,0
41.0,1,1,3,5,80.0,3,3,0,1,2779.22,1039.25,2,0,161.34,0.0,241.34,1,2,6,7,1,100.0,58.074,-41.93,0.581,0,5.0,0,0,1,18742907,0
47.0,0,2,2,3,131.43,0,0,2,0,3894.42,4303.59,0,0,0.0,0.0,131.43,1,1,4,6,1,100.0,86.838,-13.16,0.868,1,24.81,0,2,1,16700787,0
18.0,0,2,0,5,144.54,1,2,0,1,2850.43,951.96,0,0,0.0,0.0,144.54,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,1,1,0,10805812,0
44.0,1,1,2,4,102.92,2,2,0,0,2236.9,4495.54,1,0,360.4,0.0,463.32,0,0,0,0,2,0.0,0.0,0.0,0.0,1,22.1,2,1,0,17656451,0
34.0,0,1,1,5,98.35,1,0,1,0,4055.7,1374.83,3,0,122.72,0.0,221.07,1,3,6,15,1,100.0,113.773,13.77,1.138,1,30.23,0,4,1,16222699,0
29.0,0,2,0,1,80.0,1,0,0,1,2677.66,1505.12,0,0,0.0,0.0,80.0,1,2,6,4,1,100.0,94.06,-5.94,0.941,1,36.49,0,1,1,18558377,0
18.0,1,1,1,6,92.8,1,3,2,0,3260.53,1003.24,0,0,310.61,0.0,403.41,1,0,6,10,1,100.0,115.328,15.33,1.153,0,5.0,0,0,1,13914410,0
18.0,0,1,1,2,81.92,2,2,1,0,2463.51,1651.84,2,1,207.92,109.1,398.94,1,2,4,3,1,100.0,126.368,26.37,1.264,1,32.72,1,1,1,13236158,0
55.0,0,2,1,4,89.81,4,0,3,0,2496.18,4123.28,0,0,0.0,0.0,89.81,0,0,0,0,2,0.0,0.0,0.0,0.0,1,29.75,2,1,0,11997295,1
27.0,1,2,3,7,125.92,3,3,3,0,6778.97,3303.89,0,0,0.0,0.0,125.92,0,0,0,0,2,0.0,0.0,0.0,0.0,1,36.14,0,0,0,14401117,0
22.0,1,2,3,4,93.23,2,2,1,0,8058.79,2939.4,0,0,0.0,0.0,93.23,1,3,6,2,0,100.0,123.256,23.26,1.233,1,16.35,0,0,1,17220664,0
30.0,1,0,1,6,120.93,2,0,1,1,4582.58,3469.4,3,0,0.0,0.0,120.93,1,3,4,5,1,100.0,60.108,-39.89,0.601,1,21.73,0,1,1,17898527,0
26.0,0,0,3,5,80.0,2,0,0,1,2800.16,9736.93,3,1,0.0,23.77,103.77,0,0,0,0,2,0.0,0.0,0.0,0.0,1,14.44,0,4,0,13686107,1
36.0,1,2,2,3,80.0,1,0,1,0,2637.22,5513.14,0,0,0.0,0.0,80.0,1,0,6,5,0,100.0,41.966,-58.03,0.42,1,22.12,0,2,1,18366736,0
53.0,1,2,3,6,80.0,2,0,2,0,2076.24,3405.9,0,0,0.0,0.0,80.0,1,1,8,9,1,100.0,92.188,-7.81,0.922,1,14.72,0,3,1,11647792,0
28.0,1,1,0,2,165.35,2,0,2,0,4471.75,1707.66,0,0,543.93,0.0,709.28,1,5,6,4,0,100.0,99.663,-0.34,0.997,1,10.9,0,0,1,18055136,0
37.0,0,1,3,7,80.0,2,2,0,0,3329.31,5666.52,0,0,342.01,0.0,422.01,1,0,6,7,0,100.0,73.584,-26.42,0.736,0,5.0,0,0,1,18347461,0
21.0,1,2,0,6,101.06,1,2,0,1,2319.05,674.76,0,0,0.0,0.0,101.06,0,0,0,0,2,0.0,0.0,0.0,0.0,1,20.23,0,0,0,15411532,0
53.0,0,2,3,5,80.0,2,0,1,1,6182.76,1582.81,0,0,0.0,0.0,80.0,1,2,8,11,0,100.0,87.995,-12.0,0.88,0,5.0,2,0,1,15869698,0
