Age,Applications_Last_12_Months,Assets_Value,Average_Fuel_Consumption_L,Cylinder_Count,Degree_Level,Eligible,Employment_Status,Expected_Fuel_Consumption_L,Fuel_Deviation_L,Fuel_Deviation_Ratio,Fuel_Type,Gender,Governorate,Has_Other_Social_Benefits,Household_Size,Late_or_Missed_Renewals,Liabilities_Value,Marital_Status,Number_of_Children,Previous_Subsidy_Amount,Previous_Subsidy_Received,Primary_Income_Source,Salary,Total_Children_Income,Total_Household_Income,Total_Spouse_Income,Vehicle_Age_Years,Vehicle_Count,Vehicle_Ownership,Working_Children_Count,ID
27,1,3245.61,142.277,8,0,1,2,160,-17.72,0.889,0,1,1,1,4,0,2996.81,0,2,49.78,1,3,125.93,0.0,125.93,0.0,2,3,1,0,11420623
44,1,1300.11,85.945,4,2,1,0,100,-14.06,0.859,2,1,4,0,2,0,4427.35,1,1,23.72,1,3,80.0,0.0,646.28,566.28,7,1,1,0,12652161
39,1,1498.02,0.0,0,2,0,0,0,0.0,0.0,1,0,1,1,2,0,1431.61,2,0,5.0,0,0,81.24,0.0,81.24,0.0,0,0,0,0,14797648
33,0,4479.58,67.754,4,0,1,0,100,-32.25,0.678,2,0,4,0,1,0,2094.26,1,0,17.83,1,2,80.0,0.0,561.44,481.44,6,4,1,0,16520187
49,1,2109.41,159.878,6,2,1,0,130,29.88,1.23,2,0,3,1,3,1,2139.09,1,3,22.95,1,1,80.0,0.0,284.27,204.27,5,0,1,0,11856853
43,1,3538.62,120.706,6,2,1,2,130,-9.29,0.929,2,1,1,0,4,0,3061.99,2,0,15.54,1,0,99.31,0.0,99.31,0.0,6,2,1,0,19274801
23,2,2899.58,68.388,4,1,1,0,100,-31.61,0.684,0,1,4,0,4,0,4097.66,2,0,5.0,0,0,126.61,0.0,126.61,0.0,10,2,1,0,15181845
43,1,3546.71,0.0,0,2,0,2,0,0.0,0.0,1,0,3,1,1,0,1836.39,0,1,18.97,1,2,80.99,0.0,80.99,0.0,0,0,0,0,14661387
51,0,3503.57,135.638,8,2,1,0,160,-24.36,0.848,2,1,1,1,7,0,2710.86,1,3,24.09,1,0,122.58,0.0,363.64,241.06,10,1,1,0,17473922
33,1,4059.77,123.514,6,2,1,0,130,-6.49,0.95,0,0,1,0,2,0,1395.27,1,3,20.92,1,0,122.46,0.0,528.11,405.65,7,6,1,0,12071095
32,0,3298.4,97.142,4,1,1,2,100,-2.86,0.971,2,1,4,0,4,0,1559.24,1,1,5.0,0,0,99.19,0.0,397.34,298.15,10,1,1,0,12811885
27,0,2059.2,130.057,4,4,1,0,100,30.06,1.301,2,1,2,0,5,0,322.14,2,0,5.0,0,0,80.0,0.0,80.0,0.0,8,0,1,0,19227141
35,0,1789.19,163.225,8,4,1,2,160,3.22,1.02,0,0,1,0,6,0,1198.33,2,0,35.1,1,0,80.0,0.0,80.0,0.0,11,3,1,0,17038564
43,1,2780.47,125.571,6,2,1,3,130,-4.43,0.966,2,1,2,0,9,0,1020.38,2,0,5.0,0,1,118.83,0.0,118.83,0.0,11,1,1,0,19458565
25,2,4855.02,126.854,6,4,1,1,130,-3.15,0.976,2,1,1,0,3,0,343.03,3,3,19.82,1,2,118.52,0.0,118.52,0.0,4,1,1,0,16275370
19,2,2093.25,82.208,4,2,1,3,100,-17.79,0.822,2,1,3,0,9,0,2828.83,2,0,26.45,1,2,108.34,0.0,108.34,0.0,4,2,1,0,11349056
30,2,5007.33,108.667,8,0,1,0,160,-51.33,0.679,2,0,4,0,3,0,2771.16,2,0,12.92,1,0,80.0,0.0,80.0,0.0,9,3,1,0,17553038
18,0,1838.21,123.941,4,1,1,2,100,23.94,1.239,2,1,0,0,5,0,1951.29,1,4,5.0,1,3,96.85,0.0,441.76,344.91,7,1,1,0,18996384
41,1,2776.12,0.0,0,2,0,0,0,0.0,0.0,1,1,3,0,3,0,773.11,2,0,13.67,1,1,86.65,0.0,86.65,0.0,0,0,0,0,11246221
30,1,2822.53,96.049,8,2,1,0,160,-63.95,0.6,2,0,2,0,3,0,667.42,1,2,17.36,1,2,122.22,70.1,422.23,229.91,5,1,1,1,12921491
18,1,1915.73,0.0,0,1,0,2,0,0.0,0.0,1,0,1,0,4,0,5054.93,1,1,34.05,1,2,122.48,44.8,557.27,389.99,0,0,0,1,17812612
31,0,4928.1,187.11,6,0,1,0,130,57.11,1.439,2,1,0,0,7,0,1889.27,1,6,5.0,0,0,116.87,24.96,558.46,416.63,10,1,1,1,11281754
33,1,3454.16,106.221,4,3,1,0,100,6.22,1.062,2,0,4,0,2,1,1662.88,1,2,15.15,1,2,80.0,0.0,260.34,180.34,5,2,1,0,19717271
40,0,6045.94,80.824,4,3,1,0,100,-19.18,0.808,2,1,3,1,4,0,2078.02,2,0,5.0,0,2,109.97,0.0,109.97,0.0,2,1,1,0,11180766
33,1,2232.02,0.0,0,4,0,0,0,0.0,0.0,1,1,2,1,5,0,6622.13,1,4,28.82,1,2,150.29,0.0,592.43,442.14,0,0,0,0,10255292
57,1,2675.15,0.0,0,0,0,0,0,0.0,0.0,1,1,4,0,8,0,3771.49,2,0,27.12,1,2,185.77,0.0,185.77,0.0,0,0,0,0,17594500
29,1,1614.52,40.631,4,4,1,0,100,-59.37,0.406,0,0,3,0,4,1,1331.89,2,0,31.95,1,0,116.17,0.0,116.17,0.0,8,2,1,0,10049272
34,0,4284.47,166.51,6,2,1,0,130,36.51,1.281,2,0,4,0,4,0,5841.05,1,1,16.66,1,2,80.0,0.0,197.09,117.09,6,0,1,0,10884425
34,2,2333.91,162.994,6,0,1,0,130,32.99,1.254,2,0,4,0,2,0,2847.43,1,2,17.36,1,2,190.27,0.0,522.72,332.45,5,4,1,0,16745973
32,5,1785.93,214.133,8,2,1,0,160,54.13,1.338,2,1,3,0,6,0,1680.48,1,1,34.83,1,3,175.88,0.0,363.2,187.32,7,1,1,0,17631516
37,1,4699.93,85.538,4,0,1,0,100,-14.46,0.855,0,0,3,0,9,0,2419.07,2,0,5.0,0,0,80.0,0.0,80.0,0.0,6,1,1,0,18854893
41,1,2991.61,111.132,4,0,1,0,100,11.13,1.111,0,0,1,0,3,0,4988.68,0,0,20.11,1,0,161.44,0.0,161.44,0.0,11,2,1,0,12396185
51,1,4998.04,0.0,0,0,0,2,0,0.0,0.0,1,1,0,0,5,0,3732.36,1,1,35.32,1,3,139.9,0.0,379.56,239.66,0,0,0,0,18138780
18,1,3916.75,78.848,6,2,1,2,130,-51.15,0.607,2,0,2,1,4,0,906.13,2,0,16.58,1,0,80.0,0.0,80.0,0.0,8,2,1,0,14187837
29,0,1862.63,0.0,0,2,0,3,0,0.0,0.0,1,0,1,0,3,1,5063.57,2,0,30.16,1,3,112.87,0.0,112.87,0.0,0,0,0,0,17736955
30,0,2148.76,0.0,0,0,0,2,0,0.0,0.0,1,1,1,1,5,0,1771.63,2,0,18.16,1,2,156.34,0.0,156.34,0.0,0,0,0,0,11430176
46,1,2437.56,118.332,4,0,1,0,100,18.33,1.183,2,1,1,0,5,0,758.68,1,2,24.2,1,3,135.11,38.19,557.21,383.91,4,2,1,1,17278375
31,1,6691.61,101.408,4,1,1,0,100,1.41,1.014,0,0,3,0,2,2,2553.63,1,4,35.56,1,3,164.15,0.0,460.47,296.32,5,1,1,0,16526697
18,1,2361.47,84.646,4,2,1,3,100,-15.35,0.846,2,0,1,0,2,1,5378.56,1,2,5.0,0,0,149.04,93.8,611.91,369.07,7,1,1,1,14084122
36,1,4273.22,0.0,0,2,0,0,0,0.0,0.0,1,0,0,0,3,1,4301.45,2,0,6.59,1,0,82.22,0.0,82.22,0.0,0,0,0,0,14577858
35,1,6440.57,135.421,6,2,1,0,130,5.42,1.042,2,0,4,1,4,0,4102.05,1,6,5.0,0,0,106.94,132.25,521.25,282.06,4,3,1,2,11742614
37,1,3171.96,0.0,0,2,0,0,0,0.0,0.0,1,0,2,1,4,0,2798.44,1,3,24.59,1,3,80.0,63.59,420.3,276.71,0,0,0,1,13938301
23,0,3514.47,160.315,8,3,1,2,160,0.31,1.002,0,0,2,0,8,0,1538.03,1,4,5.0,0,3,80.0,105.13,500.49,315.36,6,2,1,1,16104437
56,0,2411.13,182.157,6,0,1,0,130,52.16,1.401,0,0,4,0,5,0,2815.6,1,2,27.0,1,2,80.1,0.0,304.98,224.88,6,2,1,0,18046730
31,0,3023.03,121.795,6,2,1,0,130,-8.2,0.937,2,1,2,1,1,0,3162.0,1,1,12.43,1,2,96.82,0.0,352.02,255.2,8,2,1,0,15970252
33,1,4779.74,159.72,6,1,1,0,130,29.72,1.229,0,1,1,0,4,0,2328.65,1,2,21.78,1,2,117.14,0.0,329.62,212.48,7,2,1,0,14590150
24,0,7612.3,152.002,6,2,1,3,130,22.0,1.169,2,1,0,0,1,0,1320.31,2,0,30.84,1,3,123.38,0.0,123.38,0.0,6,0,1,0,17187896
24,0,3212.04,166.405,8,1,1,3,160,6.41,1.04,2,1,1,0,3,1,1867.13,2,0,21.24,1,0,99.46,0.0,99.46,0.0,5,2,1,0,16915682
20,1,3003.64,0.0,0,2,0,2,0,0.0,0.0,1,1,3,0,8,0,4197.83,2,0,14.48,1,0,92.47,0.0,92.47,0.0,0,0,0,0,19446855
30,3,5216.75,117.322,4,3,1,0,100,17.32,1.173,2,0,1,0,2,0,3074.67,3,3,20.42,1,3,80.0,0.0,80.0,0.0,5,1,1,0,17819889
24,0,3171.78,137.824,6,4,1,2,130,7.82,1.06,2,0,0,0,4,1,1754.48,2,0,28.66,1,0,102.51,0.0,102.51,0.0,7,4,1,0,10708381
60,1,2072.09,68.495,4,2,1,2,100,-31.5,0.685,0,1,1,0,4,0,2419.49,1,2,16.44,1,3,116.65,0.0,359.54,242.89,8,1,1,0,16148811
18,0,2591.4,116.086,4,0,1,3,100,16.09,1.161,0,1,2,0,4,0,5046.0,2,0,21.98,1,0,80.0,0.0,80.0,0.0,5,3,1,0,17111844
21,2,3711.17,133.082,4,4,1,3,100,33.08,1.331,2,0,1,1,3,1,1291.77,2,0,5.0,0,2,106.99,0.0,106.99,0.0,7,1,1,0,19613907
30,0,1963.42,139.788,6,0,1,2,130,9.79,1.075,2,0,1,1,9,0,497.4,2,0,20.61,1,3,110.18,0.0,110.18,0.0,7,1,1,0,17603708
43,2,4189.54,73.31,4,4,1,0,100,-26.69,0.733,0,1,1,0,5,1,5319.91,2,0,5.0,0,0,80.0,0.0,80.0,0.0,8,2,1,0,15508779
30,0,2920.34,93.478,4,0,1,3,100,-6.52,0.935,0,1,1,1,5,0,2058.56,2,0,30.33,1,0,230.4,0.0,230.4,0.0,7,3,1,0,10432936
43,1,2613.36,109.726,6,1,1,3,130,-20.27,0.844,0,1,1,1,3,0,926.6,2,0,16.97,1,0,80.0,0.0,80.0,0.0,8,1,1,0,12190125
23,0,4384.35,77.159,4,2,1,2,100,-22.84,0.772,2,0,0,0,8,0,2833.51,2,0,24.09,1,0,80.0,0.0,80.0,0.0,12,4,1,0,17617839
36,0,3629.48,94.179,4,2,1,0,100,-5.82,0.942,2,1,1,1,6,2,3930.13,2,0,16.72,1,0,98.31,0.0,98.31,0.0,5,3,1,0,15418797
56,1,1451.68,0.0,0,2,0,1,0,0.0,0.0,1,0,0,0,6,1,1319.04,1,2,5.0,0,0,105.99,124.33,563.88,333.56,0,0,0,1,16871282
23,2,5520.29,156.375,6,0,1,3,130,26.38,1.203,2,0,3,0,1,0,2689.89,2,0,5.0,0,0,80.0,0.0,80.0,0.0,10,4,1,0,12445569
40,0,1816.21,0.0,0,2,0,3,0,0.0,0.0,1,0,4,0,3,0,9032.87,1,1,32.67,1,2,206.2,0.0,303.17,96.97,0,0,0,0,17925032
37,2,2258.59,72.574,4,2,1,2,100,-27.43,0.726,2,1,3,1,3,0,2103.72,3,3,27.97,1,0,164.3,0.0,164.3,0.0,8,1,1,0,10833270
18,0,2165.53,117.98,4,4,1,2,100,17.98,1.18,2,0,3,0,7,0,291.65,2,0,26.1,1,3,111.17,0.0,111.17,0.0,9,3,1,0,19722803
28,1,2630.06,108.254,4,0,1,0,100,8.25,1.083,0,1,1,1,3,0,14674.9,2,0,12.82,1,0,80.0,0.0,80.0,0.0,7,2,1,0,17563620
49,0,1973.72,0.0,0,1,0,0,0,0.0,0.0,1,0,0,0,7,0,3147.18,2,0,21.34,1,2,80.0,0.0,80.0,0.0,0,0,0,0,16844595
37,2,4057.78,65.119,6,2,1,0,130,-64.88,0.501,2,0,0,0,2,0,2291.15,3,2,18.69,1,0,118.86,0.0,118.86,0.0,6,0,1,0,12644975
20,2,3738.92,153.153,4,1,1,3,100,53.15,1.532,0,0,1,0,7,0,2484.36,2,0,5.0,0,2,134.37,0.0,134.37,0.0,5,0,1,0,17984882
43,0,1867.56,173.549,8,2,1,0,160,13.55,1.085,2,1,4,1,7,0,1556.22,1,1,17.17,1,2,92.44,0.0,427.19,334.75,3,2,1,0,13136404
29,0,6112.92,102.571,6,4,1,0,130,-27.43,0.789,2,1,0,0,2,0,3041.72,2,0,24.96,1,2,100.2,0.0,100.2,0.0,5,2,1,0,18469922
39,4,3786.92,54.282,4,0,1,0,100,-45.72,0.543,0,1,1,0,5,2,630.07,1,4,11.64,1,0,80.0,172.42,626.72,374.3,6,0,1,1,19883427
40,0,3169.62,73.487,6,1,1,3,130,-56.51,0.565,2,1,2,0,2,2,2436.9,1,5,19.12,1,0,80.0,117.49,348.29,150.8,6,3,1,2,18579965
22,1,4359.05,116.667,4,2,1,3,100,16.67,1.167,0,0,2,1,1,0,725.74,2,0,22.89,1,2,98.08,0.0,98.08,0.0,4,2,1,0,14005577
44,1,5078.23,143.077,6,1,1,0,130,13.08,1.101,0,0,1,1,3,1,3195.5,1,5,25.65,1,2,80.0,0.0,510.96,430.96,7,3,1,0,19048134
23,1,6291.61,76.573,4,2,1,3,100,-23.43,0.766,2,1,2,1,2,0,8604.28,2,0,43.44,1,0,99.89,0.0,99.89,0.0,11,1,1,0,14413120
19,1,4610.88,0.0,0,2,0,0,0,0.0,0.0,1,1,2,0,4,0,924.64,2,0,27.46,1,2,103.26,0.0,103.26,0.0,0,0,0,0,18219492
24,1,3999.42,127.862,4,2,1,3,100,27.86,1.279,0,0,1,0,4,0,585.18,2,0,33.4,1,3,82.34,0.0,82.34,0.0,5,1,1,0,19205986
31,3,4324.14,183.345,6,0,1,0,130,53.34,1.41,0,1,0,0,3,0,5336.89,1,4,31.33,1,2,80.0,0.0,237.42,157.42,6,3,1,0,13839717
36,0,6647.72,0.0,0,1,0,3,0,0.0,0.0,1,0,4,0,3,1,1029.54,2,0,20.72,1,2,150.72,0.0,150.72,0.0,0,0,0,0,17900662
26,0,6652.85,191.801,8,2,1,0,160,31.8,1.199,2,0,0,1,4,0,1256.23,1,1,32.7,1,3,101.99,0.0,311.89,209.9,6,1,1,0,19832640
44,1,6064.61,110.382,4,2,1,2,100,10.38,1.104,2,1,4,1,2,0,1225.2,1,3,26.54,1,2,80.0,0.0,373.74,293.74,9,1,1,0,18594820
38,2,4690.51,107.059,6,0,1,1,130,-22.94,0.824,2,0,0,0,3,0,2279.7,1,2,24.43,1,0,96.53,0.0,355.82,259.29,3,0,1,0,12034160
27,1,4005.93,154.424,6,4,1,0,130,24.42,1.188,0,0,3,0,2,1,2050.05,1,3,26.74,1,0,80.0,0.0,567.94,487.94,8,3,1,0,14683566
46,1,2927.83,87.599,4,2,1,0,100,-12.4,0.876,2,1,0,1,1,2,2759.83,1,1,34.75,1,2,87.53,0.0,252.85,165.32,6,2,1,0,14450008
49,0,2200.35,0.0,0,2,0,2,0,0.0,0.0,1,0,3,0,5,0,2852.04,1,1,23.2,1,3,98.27,0.0,312.02,213.75,0,0,0,0,12125035
34,0,1719.97,0.0,0,0,0,0,0,0.0,0.0,1,0,3,1,3,0,1037.87,1,2,5.0,0,3,80.0,0.0,298.64,218.64,0,0,0,0,12195884
32,0,1854.23,83.903,6,2,1,0,130,-46.1,0.645,0,0,2,1,3,0,1780.47,2,0,25.83,1,1,128.03,0.0,128.03,0.0,4,0,1,0,10656388
18,3,7945.76,132.009,4,1,1,3,100,32.01,1.32,2,0,4,1,6,1,4257.83,2,0,41.75,1,0,80.0,0.0,80.0,0.0,6,0,1,0,16943645
30,0,3393.03,197.862,6,2,1,0,130,67.86,1.522,0,0,1,0,2,0,2829.74,1,4,16.93,1,0,114.73,36.45,696.57,545.39,5,2,1,1,10798140
32,2,3717.93,108.558,6,2,1,3,130,-21.44,0.835,0,1,1,0,3,1,2628.94,2,0,30.46,1,0,108.73,0.0,108.73,0.0,3,3,1,0,11261053
38,1,1348.84,185.291,8,3,1,1,160,25.29,1.158,2,0,1,0,8,2,1505.83,2,0,5.0,0,0,95.73,0.0,95.73,0.0,10,2,1,0,11369895
33,0,2916.84,0.0,0,0,0,3,0,0.0,0.0,1,1,2,0,5,0,1024.27,2,0,24.24,1,2,80.0,0.0,80.0,0.0,0,0,0,0,15197966
38,1,2223.04,63.428,4,4,1,0,100,-36.57,0.634,2,0,1,1,6,0,2252.63,1,4,16.12,1,3,80.0,157.11,778.59,541.48,7,0,1,1,12693488
53,1,23967.29,106.397,4,0,0,0,100,6.4,1.064,0,1,1,1,6,0,6243.0,2,0,27.2,1,0,1267.75,0.0,1267.75,0.0,11,3,1,0,14545529
29,1,30082.3,91.697,4,2,1,0,100,-8.3,0.917,0,0,4,1,5,0,3542.48,1,1,19.74,1,0,1080.31,0.0,1195.42,115.11,6,2,1,0,17773738
29,2,26942.38,120.631,4,2,0,0,100,20.63,1.206,2,1,2,0,5,0,2674.41,2,0,12.06,1,0,672.51,0.0,672.51,0.0,4,0,1,0,13602750
19,1,4582.51,163.658,8,0,1,3,160,3.66,1.023,2,0,4,0,2,0,5831.62,2,0,22.24,1,0,1019.0,0.0,1019.0,0.0,6,0,1,0,12295259
35,1,14759.27,153.397,6,0,0,0,130,23.4,1.18,0,0,1,1,2,1,3322.69,2,0,25.42,1,2,1077.5,0.0,1077.5,0.0,6,2,1,0,10773804
47,1,6540.98,109.796,4,0,0,3,100,9.8,1.098,2,1,0,0,4,0,2340.14,2,0,5.0,0,2,1022.37,0.0,1022.37,0.0,10,1,1,0,14217935
18,2,16105.02,96.073,6,3,1,2,130,-33.93,0.739,2,0,4,1,2,0,456.11,2,0,29.08,1,2,829.84,0.0,829.84,0.0,9,1,1,0,18171184
27,1,5524.35,0.0,0,0,0,0,0,0.0,0.0,1,0,0,1,3,1,778.63,1,2,34.04,1,2,1400.21,255.27,1888.48,233.0,0,0,0,2,14581364
35,2,22072.32,0.0,0,1,0,0,0,0.0,0.0,1,0,3,0,8,0,1577.45,1,1,5.0,0,2,702.1,0.0,822.72,120.62,0,0,0,0,12676099
45,1,5618.57,108.741,4,2,1,0,100,8.74,1.087,2,0,1,0,5,0,929.3,1,1,26.71,1,0,1036.68,134.8,1450.45,278.97,8,0,1,1,13096859
40,0,21411.23,193.627,8,1,0,2,160,33.63,1.21,0,1,1,0,6,0,3827.01,2,0,5.0,0,0,945.46,0.0,945.46,0.0,11,4,1,0,10170258
39,0,5779.68,0.0,0,4,0,2,0,0.0,0.0,1,1,0,0,2,0,1405.49,2,0,16.03,1,0,1630.63,0.0,1630.63,0.0,0,0,0,0,11770108
32,3,10399.51,124.919,6,1,1,0,130,-5.08,0.961,2,1,1,0,3,0,1038.47,1,1,25.84,1,0,1018.15,0.0,1269.95,251.8,10,0,1,0,11033817
41,0,10948.2,88.074,6,3,1,3,130,-41.93,0.677,2,1,3,1,5,0,1039.25,1,2,5.0,0,0,902.71,0.0,1064.05,161.34,7,2,1,0,12680307
47,2,16412.21,86.838,4,0,0,0,100,-13.16,0.868,2,0,2,0,3,0,4303.59,2,0,24.81,1,3,1376.21,0.0,1376.21,0.0,6,1,1,0,19424257
18,1,11285.7,0.0,0,1,0,2,0,0.0,0.0,1,0,0,1,5,1,951.96,2,0,5.0,0,0,1463.58,0.0,1463.58,0.0,0,0,0,0,18523542
44,1,8437.46,0.0,0,2,0,2,0,0.0,0.0,1,1,2,0,4,2,4495.54,1,1,22.1,1,0,1186.14,0.0,1546.54,360.4,0,0,0,0,17556144
34,4,17231.15,143.773,6,1,1,0,130,13.77,1.106,2,0,1,0,5,0,1374.83,1,3,30.23,1,2,1155.65,0.0,1278.37,122.72,15,3,1,0,19940721
29,1,10469.91,124.06,6,1,0,0,130,-5.94,0.954,2,0,0,1,1,0,1505.12,2,0,36.49,1,0,760.65,0.0,760.65,0.0,4,2,1,0,13086500
18,0,13261.15,145.328,6,1,1,3,130,15.33,1.118,2,1,1,0,6,0,1003.24,1,0,5.0,0,3,1118.7,0.0,1429.31,310.61,10,0,1,0,13706742
18,1,9473.29,126.368,4,2,1,2,100,26.37,1.264,2,0,1,0,2,1,1651.84,1,2,32.72,1,2,1046.16,109.1,1363.18,207.92,3,2,1,1,10377895
55,1,9624.23,0.0,0,4,0,0,0,0.0,0.0,1,0,1,0,4,2,4123.28,2,0,29.75,1,1,1098.76,0.0,1098.76,0.0,0,0,0,0,14617508
27,0,31917.76,0.0,0,3,0,3,0,0.0,0.0,1,1,3,0,7,0,3303.89,2,0,36.14,1,1,1339.45,0.0,1339.45,0.0,0,0,0,0,15156133
22,0,39278.9,153.256,6,2,1,2,130,23.26,1.179,0,1,3,0,4,0,2939.4,2,0,16.35,1,2,1121.51,0.0,1121.51,0.0,2,3,1,0,13349885
30,1,19951.16,60.108,4,2,0,0,100,-39.89,0.601,2,1,1,1,6,0,3469.4,0,3,21.73,1,2,1306.22,0.0,1306.22,0.0,5,3,1,0,16675701
26,4,11047.25,0.0,0,2,0,0,0,0.0,0.0,1,0,3,1,5,0,9736.93,0,3,14.44,1,0,783.01,23.77,806.78,0.0,0,0,0,1,13654386
36,2,10280.43,71.966,6,1,0,0,130,-58.03,0.554,0,1,2,0,3,0,5513.14,2,0,22.12,1,2,785.95,0.0,785.95,0.0,5,0,1,0,14474597
53,3,7715.57,152.188,8,2,0,0,160,-7.81,0.951,2,1,3,0,6,0,3405.9,2,0,14.72,1,3,785.84,0.0,785.84,0.0,9,1,1,0,16871734
28,0,19373.54,129.663,6,2,0,0,130,-0.34,0.997,0,1,0,0,2,0,1707.66,1,0,10.9,1,3,1602.33,0.0,2146.26,543.93,4,5,1,0,16937357
37,0,13597.54,103.584,6,2,0,2,130,-26.42,0.797,0,0,3,0,7,0,5666.52,1,0,5.0,0,0,776.04,0.0,1118.05,342.01,7,0,1,0,17353262
21,0,8810.65,0.0,0,1,0,2,0,0.0,0.0,1,1,0,1,6,0,674.76,2,0,20.23,1,0,1173.71,0.0,1173.71,0.0,0,0,0,0,16902894
53,0,28579.5,147.995,8,2,0,0,160,-12.0,0.925,0,0,3,1,5,2,1582.81,2,0,5.0,0,2,780.3,0.0,780.3,0.0,11,2,1,0,13170375
37,1,14523.61,89.448,4,1,0,3,100,-10.55,0.894,0,1,4,1,1,0,946.93,2,0,17.85,1,2,1216.71,0.0,1216.71,0.0,8,1,1,0,12275053
22,3,25829.85,111.495,4,2,1,2,100,11.5,1.115,2,0,4,1,9,1,3896.4,1,5,25.44,1,2,1400.99,137.55,1754.39,215.85,7,2,1,2,11450200
46,1,5871.73,98.318,4,0,1,2,100,-1.68,0.983,2,0,2,1,2,0,3836.15,2,0,16.36,1,0,524.09,0.0,524.09,0.0,7,1,1,0,13244753
49,3,13008.52,161.331,6,4,0,3,130,31.33,1.241,0,1,4,0,2,0,2051.04,0,2,5.0,0,2,1128.03,0.0,1128.03,0.0,8,1,1,0,17075259
37,3,14461.52,0.0,0,0,0,0,0,0.0,0.0,1,1,1,1,1,0,1728.08,2,0,26.44,1,3,996.37,0.0,996.37,0.0,0,0,0,0,18433403
18,1,2189.33,132.84,4,1,1,3,100,32.84,1.328,2,1,2,1,1,0,2325.14,2,0,26.8,1,0,1002.55,0.0,1002.55,0.0,8,0,1,0,14393909
56,2,13628.14,91.249,4,2,0,0,100,-8.75,0.912,0,1,1,0,1,1,2561.49,2,0,34.56,1,0,1612.0,0.0,1612.0,0.0,5,1,1,0,10766650
39,0,11110.41,120.477,4,2,0,1,100,20.48,1.205,2,1,3,1,5,0,1181.14,2,0,5.0,0,0,882.05,0.0,882.05,0.0,9,1,1,0,19162951
49,0,14278.19,63.805,4,1,0,0,100,-36.2,0.638,2,0,0,0,5,0,2764.37,2,0,18.22,1,0,1671.33,0.0,1671.33,0.0,8,2,1,0,18246456
28,0,7822.88,0.0,0,2,0,0,0,0.0,0.0,1,0,1,0,4,0,1201.26,0,2,27.67,1,3,858.07,83.54,941.61,0.0,0,0,0,1,14093340
30,0,7268.52,190.366,8,0,0,2,160,30.37,1.19,2,0,3,1,4,1,2338.2,0,1,16.93,1,2,904.61,0.0,904.61,0.0,8,1,1,0,16167875
36,1,46877.58,0.0,0,1,0,0,0,0.0,0.0,1,0,3,0,3,0,742.46,1,1,31.18,1,3,546.32,0.0,764.26,217.94,0,0,0,0,10277150
48,1,15022.04,144.596,4,0,0,0,100,44.6,1.446,2,1,3,1,5,0,4287.62,2,0,22.83,1,0,1005.42,0.0,1005.42,0.0,6,0,1,0,14109284
37,0,17051.92,93.205,4,1,0,0,100,-6.8,0.932,2,1,1,1,4,0,1737.08,2,0,17.56,1,0,836.55,0.0,836.55,0.0,3,0,1,0,17261385
20,2,5744.2,0.0,0,0,0,2,0,0.0,0.0,1,0,0,0,3,0,8821.19,2,0,27.86,1,3,1242.33,0.0,1242.33,0.0,0,0,0,0,17437459
38,2,7289.86,0.0,0,4,0,0,0,0.0,0.0,1,1,0,0,1,0,3852.09,1,2,5.0,0,0,1221.98,216.85,1635.37,196.54,0,0,0,2,19857817
55,0,9888.24,103.824,6,1,1,0,130,-26.18,0.799,0,0,2,0,5,0,2112.68,1,2,8.72,1,0,1119.65,0.0,1421.49,301.84,9,0,1,0,15020168
36,1,14051.55,89.841,4,0,1,0,100,-10.16,0.898,2,0,2,1,4,0,6265.81,1,1,16.75,1,0,900.8,0.0,1030.11,129.31,8,0,1,0,14663617
37,0,7481.87,155.047,6,2,1,0,130,25.05,1.193,2,0,0,0,5,0,2187.62,1,2,23.19,1,2,1380.83,0.0,1526.89,146.06,7,0,1,0,15387215
20,1,18072.42,112.279,6,1,1,2,130,-17.72,0.864,2,0,0,0,6,0,1982.72,2,0,25.13,1,0,1532.76,0.0,1532.76,0.0,9,2,1,0,19526492
18,1,17288.82,111.165,6,2,1,2,130,-18.83,0.855,2,1,2,0,6,0,599.62,2,0,30.23,1,0,1201.03,0.0,1201.03,0.0,9,2,1,0,11224584
27,2,9454.98,0.0,0,2,0,0,0,0.0,0.0,1,0,0,0,5,0,2456.48,2,0,5.0,0,0,922.02,0.0,922.02,0.0,0,0,0,0,11625896
31,0,9867.36,79.622,4,2,0,1,100,-20.38,0.796,0,0,3,0,7,0,1246.42,2,0,5.0,0,2,1222.5,0.0,1222.5,0.0,2,1,1,0,18015821
36,1,37768.81,121.05,4,0,0,2,100,21.05,1.21,2,1,1,0,4,0,2101.98,2,0,32.25,1,2,1235.85,0.0,1235.85,0.0,6,2,1,0,12128596
37,1,6594.45,112.745,4,2,1,2,100,12.75,1.127,0,1,1,1,3,0,1853.14,1,5,15.41,1,2,1548.54,75.08,1909.99,286.37,6,2,1,1,16313169
54,0,5079.96,69.328,4,2,1,0,100,-30.67,0.693,2,1,3,0,1,0,961.43,1,5,28.13,1,0,1277.61,67.33,1524.2,179.26,9,0,1,1,13415120
36,0,7519.83,133.109,4,1,0,3,100,33.11,1.331,2,1,3,0,4,0,6520.7,2,0,36.57,1,0,1212.95,0.0,1212.95,0.0,11,2,1,0,17547148
48,0,11469.47,116.074,6,0,0,0,130,-13.93,0.893,2,0,1,0,5,0,1872.33,3,3,5.0,0,3,789.25,0.0,789.25,0.0,5,0,1,0,14059459
