Age,Gender,Marital_Status,Household_Size,Governorate,Salary,Degree_Level,Employment_Status,Primary_Income_Source,Has_Other_Social_Benefits,Assets_Value,Liabilities_Value,Number_of_Children,Total_Spouse_Income,Working_Children_Count,Total_Children_Income,Total_Household_Income,Vehicle_Ownership,Vehicle_Count,Cylinder_Count,Vehicle_Age_Years,Fuel_Type,Expected_Fuel_Consumption_L,Average_Fuel_Consumption_L,Fuel_Deviation_L,Fuel_Deviation_Ratio,Previous_Subsidy_Received,Previous_Subsidy_Amount,Late_or_Missed_Renewals,Applications_Last_12_Months,Fraud,Eligible,ID
50.0,1,2,3,1,80.0,0,0,2,0,2786.04,2358.97,0,0.0,0,0.0,80.0,1,2,6,11,1,190.8,192.8,2.0,1.01,1,22.18,1,1,0,1,18819480
19.0,1,1,4,3,150.61,4,2,1,1,2424.99,731.56,2,160.03,0,0.0,310.64,1,1,4,4,1,118.8,105.95,-12.85,0.892,1,25.48,0,2,0,1,10548171
38.0,1,1,4,4,80.0,0,2,2,1,2504.28,9665.07,3,337.81,2,322.46,740.27,1,1,4,1,1,115.2,114.5,-0.7,0.994,1,22.09,0,0,0,1,11029740
22.0,0,2,9,3,100.53,2,3,2,0,2165.54,1496.39,0,0.0,0,0.0,100.53,1,3,6,5,1,180.0,521.25,341.25,2.896,0,5.0,2,4,1,1,15093637
43.0,1,2,4,2,80.0,2,0,0,1,2264.73,5191.75,0,0.0,0,0.0,80.0,1,1,6,10,1,189.0,162.37,-26.63,0.859,1,27.78,0,0,0,1,10718382
46.0,1,1,5,2,107.61,0,0,1,0,1502.19,681.49,0,281.67,0,0.0,389.28,1,1,6,13,1,194.4,182.54,-11.86,0.939,1,27.02,0,3,0,1,14944048
24.0,0,2,3,1,117.18,2,2,3,1,2122.62,1909.03,0,0.0,0,0.0,117.18,1,2,4,7,1,122.4,132.19,9.79,1.08,0,5.0,2,0,0,1,12159258
18.0,1,1,4,3,82.68,2,3,0,0,9304.81,2242.52,1,108.44,0,0.0,191.12,1,1,4,8,0,123.6,113.5,-10.1,0.918,1,18.33,1,2,0,1,18896541
43.0,0,2,1,2,80.0,1,0,0,0,3661.66,547.72,0,0.0,0,0.0,80.0,1,1,4,1,0,115.2,113.19,-2.01,0.983,1,25.08,0,1,0,1,17243082
58.0,0,1,4,1,80.0,2,2,1,1,4649.46,1069.74,1,293.59,1,84.71,458.3,1,1,6,9,1,187.2,185.97,-1.23,0.993,1,16.49,0,0,0,1,16383006
40.0,1,2,7,0,88.93,2,0,0,1,2695.59,381.66,0,0.0,0,0.0,88.93,1,2,6,8,0,185.4,202.84,17.44,1.094,1,34.03,1,0,0,1,19923162
37.0,1,1,1,1,80.0,2,0,0,0,2346.15,1894.82,0,198.2,0,0.0,278.2,1,1,4,3,1,117.6,104.32,-13.28,0.887,1,26.23,0,1,0,1,17646695
45.0,0,1,5,0,80.0,1,2,0,0,3381.91,2437.43,3,173.76,1,63.84,317.6,1,1,8,19,0,285.0,193.09,-91.91,0.678,1,35.93,0,0,0,1,13082108
44.0,0,1,6,1,80.0,4,0,0,0,1715.8,1062.78,3,293.23,0,0.0,373.23,1,2,6,5,1,180.0,187.24,7.24,1.04,1,26.45,1,2,0,1,16435215
25.0,0,2,5,2,80.0,4,2,0,0,8665.17,1664.85,0,0.0,0,0.0,80.0,1,1,6,6,1,181.8,163.46,-18.34,0.899,0,5.0,0,0,0,1,14935869
27.0,1,2,1,2,214.7,2,3,3,0,2093.01,1941.15,0,0.0,0,0.0,214.7,1,1,6,11,1,190.8,206.38,15.58,1.082,1,31.91,0,3,0,1,17177439
42.0,1,2,2,2,80.0,4,1,1,0,4850.45,3719.93,0,0.0,0,0.0,80.0,1,2,6,5,0,180.0,198.48,18.48,1.103,1,18.04,0,2,0,1,13452452
33.0,1,1,6,2,80.0,2,0,1,0,1943.55,2596.69,3,228.25,0,0.0,308.25,1,1,4,11,0,127.2,116.2,-11.0,0.914,1,41.2,0,2,0,1,15689597
51.0,1,1,1,1,121.01,0,0,0,0,4090.99,4640.64,1,233.26,0,0.0,354.27,1,2,4,9,1,124.8,117.4,-7.4,0.941,1,5.0,0,0,0,1,19744946
27.0,1,0,2,1,175.71,1,3,2,0,3514.49,2078.06,1,0.0,0,0.0,175.71,1,1,4,10,0,126.0,134.09,8.09,1.064,1,28.41,0,0,0,1,17027165
44.0,1,1,2,1,80.0,2,0,3,0,2313.56,1636.4,4,300.01,0,0.0,380.01,1,1,6,14,1,196.2,236.13,39.93,1.204,1,16.23,0,1,0,1,10252421
39.0,0,2,7,0,82.69,2,0,1,0,4731.54,4554.64,0,0.0,0,0.0,82.69,1,2,4,8,1,123.6,140.79,17.19,1.139,0,5.0,1,0,0,1,18706862
33.0,0,1,1,4,80.0,1,0,1,0,2152.43,3629.65,3,358.51,0,0.0,438.51,1,3,8,1,1,240.0,238.81,-1.19,0.995,1,30.53,0,0,0,1,15949238
49.0,0,1,7,1,144.99,0,0,0,0,1141.09,634.35,1,256.76,1,74.68,476.43,1,1,4,1,1,115.2,112.14,-3.06,0.973,0,5.0,1,2,0,1,14457800
43.0,1,2,4,2,122.88,3,0,1,0,4256.98,1200.82,0,0.0,0,0.0,122.88,1,1,4,15,0,132.0,118.96,-13.04,0.901,0,5.0,0,1,0,1,13496763
23.0,1,2,5,0,119.39,3,3,1,1,2753.71,635.79,0,0.0,0,0.0,119.39,1,1,6,12,1,192.6,168.48,-24.12,0.875,1,27.23,0,0,0,1,10360887
43.0,0,0,4,1,80.0,4,0,1,1,2581.3,2754.39,3,0.0,0,0.0,80.0,1,1,6,5,1,180.0,363.2,183.2,2.018,1,28.71,2,4,1,1,18007098
51.0,1,1,1,0,95.17,0,0,1,0,3212.32,1477.97,2,269.23,0,0.0,364.4,1,2,6,1,1,172.8,181.9,9.1,1.053,1,31.17,0,2,0,1,14403237
33.0,0,1,3,1,139.82,4,0,0,0,2439.11,7698.28,1,140.49,0,0.0,280.31,1,2,8,6,1,252.5,270.66,18.16,1.072,1,18.35,0,0,0,1,19776132
32.0,1,1,1,1,161.68,2,0,1,0,2141.48,2460.51,6,132.58,1,139.91,434.17,1,1,6,8,0,185.4,200.07,14.67,1.079,1,22.07,1,1,0,1,18041498
27.0,1,2,3,4,80.0,0,0,1,0,2286.72,4891.8,0,0.0,0,0.0,80.0,1,1,6,8,1,185.4,205.19,19.79,1.107,1,27.15,0,1,0,1,18672151
35.0,0,2,1,1,115.62,2,0,2,0,2947.67,2974.54,0,0.0,0,0.0,115.62,1,3,6,15,1,198.0,187.42,-10.58,0.947,1,35.21,2,2,0,1,14003471
43.0,1,2,4,2,136.45,0,0,0,0,1020.67,864.1,0,0.0,0,0.0,136.45,1,1,6,6,1,181.8,188.75,6.95,1.038,1,22.05,0,1,0,1,15214931
25.0,1,3,4,1,102.89,0,0,0,0,3427.44,4428.69,2,0.0,0,0.0,102.89,1,1,4,12,0,128.4,113.95,-14.45,0.887,1,17.49,0,1,0,1,17175962
19.0,1,2,3,1,141.0,0,3,2,0,4163.05,5020.55,0,0.0,0,0.0,141.0,1,2,6,1,1,172.8,190.44,17.64,1.102,0,5.0,0,2,0,1,11206343
30.0,0,2,4,3,80.0,2,0,0,1,2254.26,2351.29,0,0.0,0,0.0,80.0,1,2,6,13,1,194.4,434.35,239.95,2.234,1,7.21,2,4,1,1,15595808
18.0,1,1,2,3,118.23,2,0,2,0,4680.06,2317.72,2,198.75,0,0.0,316.98,1,1,4,12,1,128.4,130.63,2.23,1.017,1,25.05,0,1,0,1,12648492
41.0,1,2,5,3,93.31,0,2,1,1,4194.84,3326.28,0,0.0,0,0.0,93.31,1,1,4,6,1,121.2,99.71,-21.49,0.823,0,5.0,0,1,0,1,15411806
30.0,0,1,5,4,126.85,0,0,2,0,2007.34,1009.96,1,175.93,0,0.0,302.78,1,2,4,10,1,126.0,119.91,-6.09,0.952,1,27.42,1,2,0,1,17968516
18.0,0,1,1,1,188.0,1,3,2,0,7352.18,4369.5,0,228.78,0,0.0,416.78,1,1,4,9,1,124.8,128.12,3.32,1.027,0,5.0,2,1,0,1,11863692
31.0,1,1,4,1,124.98,2,0,0,0,2249.16,5326.7,1,191.23,0,0.0,316.21,1,1,4,12,0,128.4,146.65,18.25,1.142,1,31.09,0,1,0,1,19571586
33.0,0,1,9,3,80.0,2,0,0,0,3234.17,1816.34,2,397.14,0,0.0,477.14,1,2,6,5,0,180.0,202.97,22.97,1.128,0,5.0,2,2,0,1,13350146
40.0,1,2,3,1,80.0,2,0,0,1,1260.24,3445.94,0,0.0,0,0.0,80.0,1,2,6,1,1,172.8,171.61,-1.19,0.993,1,13.55,0,3,0,1,13519325
33.0,1,1,5,3,122.8,2,0,2,1,2435.69,2197.98,4,238.15,0,0.0,360.95,1,1,4,8,1,123.6,104.14,-19.46,0.843,1,24.29,0,3,0,1,17500483
57.0,1,2,3,3,124.99,3,0,2,0,3497.67,1562.81,0,0.0,0,0.0,124.99,1,2,4,6,1,121.2,123.42,2.22,1.018,0,5.0,0,0,0,1,15455056
29.0,0,2,3,0,168.24,0,0,1,0,3447.15,2098.04,0,0.0,0,0.0,168.24,1,2,8,1,1,240.0,262.41,22.41,1.093,1,30.13,0,0,0,1,15292561
34.0,0,1,4,2,131.19,2,0,1,1,3296.19,2072.26,2,220.68,0,0.0,351.87,1,1,4,11,0,127.2,375.8,248.6,2.954,0,5.0,3,4,1,1,14102991
34.0,0,1,4,2,80.0,1,0,1,0,16308.22,1327.7,2,291.65,0,0.0,371.65,1,1,4,12,0,128.4,119.23,-9.17,0.929,1,30.82,0,2,0,1,19946247
32.0,1,1,3,1,192.16,2,0,2,0,6234.22,810.86,6,129.57,0,0.0,321.73,1,1,6,12,0,192.6,189.49,-3.11,0.984,1,30.61,0,1,0,1,12513813
37.0,0,2,2,1,80.0,1,0,0,0,4280.7,2599.61,0,0.0,0,0.0,80.0,1,2,4,7,1,122.4,132.34,9.94,1.081,1,17.6,0,0,0,1,11851121
41.0,0,0,4,1,103.08,2,3,0,0,3669.31,5756.54,4,0.0,0,0.0,103.08,1,2,4,10,0,126.0,128.97,2.97,1.024,1,20.26,0,1,0,1,11871518
51.0,1,1,3,4,80.0,3,0,2,0,2033.44,985.31,2,1058.69,1,77.88,1216.57,1,2,4,10,1,126.0,136.32,10.32,1.082,0,5.0,0,0,0,1,19440067
18.0,0,2,4,1,123.49,4,3,0,0,3002.19,1671.89,0,0.0,0,0.0,123.49,1,2,4,4,1,118.8,114.18,-4.62,0.961,1,19.71,1,3,0,1,12857470
29.0,0,2,4,1,159.68,2,2,2,0,4896.05,4907.38,0,0.0,0,0.0,159.68,1,1,4,10,0,126.0,103.11,-22.89,0.818,0,5.0,0,0,0,1,11443027
30.0,1,2,6,3,155.59,0,3,0,0,3257.07,2076.55,0,0.0,0,0.0,155.59,1,1,4,8,1,123.6,104.73,-18.87,0.847,0,5.0,1,0,0,1,12064771
46.0,1,1,4,2,92.91,4,0,1,1,3791.53,4515.91,4,171.99,0,0.0,264.9,1,2,4,7,1,122.4,141.28,18.88,1.154,1,22.81,0,2,0,1,18752951
31.0,0,1,3,1,90.06,0,2,2,1,4268.25,3458.28,3,151.89,0,0.0,241.95,1,1,4,14,1,130.8,122.91,-7.89,0.94,0,5.0,0,0,0,1,16157140
18.0,0,1,1,1,124.94,4,3,0,0,6906.31,2720.36,3,255.41,0,0.0,380.35,1,1,4,10,1,126.0,116.39,-9.61,0.924,0,5.0,0,1,0,1,10808481
36.0,0,2,2,4,80.0,0,3,0,1,1975.57,1158.33,0,0.0,0,0.0,80.0,1,1,4,16,1,133.2,124.31,-8.89,0.933,1,34.82,0,1,0,1,18352958
35.0,0,1,8,3,136.62,1,3,0,1,3521.74,2009.47,2,66.6,0,0.0,203.22,1,3,4,9,0,124.8,100.06,-24.74,0.802,1,38.26,0,1,0,1,13560130
37.0,0,1,4,1,151.6,2,2,0,0,4738.11,1323.93,0,349.42,0,0.0,501.02,1,1,4,3,1,117.6,125.71,8.11,1.069,1,19.13,0,0,0,1,10887958
23.0,0,1,2,1,107.66,2,2,0,1,1565.28,1318.5,4,330.73,0,0.0,438.39,1,3,4,9,1,124.8,131.54,6.74,1.054,1,28.72,0,1,0,1,10741121
56.0,0,1,1,2,80.0,2,1,0,0,1689.4,2332.28,1,175.48,1,212.14,467.62,1,1,6,18,1,203.4,233.44,30.04,1.148,0,5.0,0,2,0,1,18891183
31.0,1,1,1,0,88.36,0,0,0,0,2276.31,2036.32,2,254.71,0,0.0,343.07,1,2,4,7,1,122.4,106.44,-15.96,0.87,1,23.11,0,1,0,1,18645464
33.0,1,1,3,3,152.69,2,3,1,0,1782.14,845.06,2,158.19,0,0.0,310.88,1,2,6,11,0,190.8,182.07,-8.73,0.954,1,9.23,1,3,0,1,13058545
24.0,1,2,2,2,224.83,2,2,0,1,4557.56,10214.3,0,0.0,0,0.0,224.83,1,2,4,15,1,132.0,142.75,10.75,1.081,0,5.0,0,0,0,1,14703386
24.0,1,2,4,1,126.89,4,3,2,0,4796.51,1831.61,0,0.0,0,0.0,126.89,1,1,4,12,0,128.4,144.46,16.06,1.125,1,30.24,0,1,0,1,14012021
20.0,1,2,3,2,80.0,0,2,0,1,2450.57,1387.81,0,0.0,0,0.0,80.0,1,1,6,9,1,187.2,155.01,-32.19,0.828,1,19.29,1,0,0,1,14057364
30.0,0,3,3,1,80.0,1,0,1,0,2500.55,1142.48,2,0.0,0,0.0,80.0,1,1,6,11,0,190.8,195.93,5.13,1.027,1,33.52,0,0,0,1,10881929
24.0,0,2,2,1,92.75,2,2,0,0,4873.98,4022.74,0,0.0,0,0.0,92.75,1,1,4,10,1,126.0,128.15,2.15,1.017,1,33.4,1,3,0,1,11097641
60.0,1,1,2,4,132.61,1,0,1,0,7207.82,2314.94,1,221.73,0,0.0,354.34,1,1,4,8,1,123.6,130.45,6.85,1.055,1,33.07,0,1,0,1,16466151
18.0,1,2,5,1,80.0,2,2,1,1,7596.07,8251.05,0,0.0,0,0.0,80.0,1,2,4,10,1,126.0,131.02,5.02,1.04,1,41.84,0,0,0,1,15003599
21.0,0,2,8,3,97.04,4,2,1,0,4166.96,3458.44,0,0.0,0,0.0,97.04,1,2,6,13,1,194.4,221.98,27.58,1.142,1,39.66,0,5,0,1,12114218
30.0,0,2,5,1,119.57,0,0,0,0,6161.94,466.23,0,0.0,0,0.0,119.57,1,1,4,16,1,133.2,127.0,-6.2,0.953,1,32.98,1,0,0,1,19564883
43.0,1,2,7,3,126.52,1,3,0,0,4607.85,3182.21,0,0.0,0,0.0,126.52,1,1,4,5,0,120.0,110.58,-9.42,0.922,1,36.47,0,0,0,1,19560345
30.0,1,2,3,4,94.58,2,0,1,1,3998.29,584.05,0,0.0,0,0.0,94.58,1,1,4,5,1,120.0,122.46,2.46,1.02,1,26.64,0,0,0,1,11915454
43.0,1,2,4,2,80.0,1,0,1,1,4625.23,883.85,0,0.0,0,0.0,80.0,1,1,4,7,0,122.4,105.41,-16.99,0.861,1,22.68,1,0,0,1,10403285
23.0,0,2,7,2,158.34,2,3,0,1,6850.7,1013.41,0,0.0,0,0.0,158.34,1,1,4,13,1,129.6,134.51,4.91,1.038,0,5.0,0,0,0,1,14871082
36.0,1,2,3,3,155.26,2,0,1,0,6341.22,3227.59,0,0.0,0,0.0,155.26,1,1,4,10,1,126.0,123.85,-2.15,0.983,0,5.0,0,1,0,1,12793327
56.0,0,1,4,4,98.5,2,0,2,0,6300.92,2788.85,4,121.16,2,206.31,425.97,1,1,4,7,0,122.4,110.98,-11.42,0.907,1,33.78,0,1,0,1,13439534
23.0,0,2,3,1,80.0,0,2,1,0,4653.97,746.1,0,0.0,0,0.0,80.0,1,2,4,6,0,121.2,130.97,9.77,1.081,0,5.0,1,3,0,1,11592220
40.0,0,1,5,3,82.88,1,3,1,0,1151.85,1602.08,2,267.9,0,0.0,350.78,1,1,6,17,0,201.6,203.31,1.71,1.008,1,19.33,0,0,0,1,11962141
37.0,1,3,4,4,80.0,2,0,2,1,2509.08,5185.94,5,0.0,0,0.0,80.0,1,1,4,6,1,121.2,100.46,-20.74,0.829,1,23.98,0,1,0,1,10466004
18.0,0,2,5,1,99.73,2,2,1,1,1956.84,2457.22,0,0.0,0,0.0,99.73,1,1,4,11,1,127.2,121.71,-5.49,0.957,1,16.63,0,1,0,1,10334178
28.0,1,2,3,1,108.95,0,1,0,0,1505.87,1152.62,0,0.0,0,0.0,108.95,1,1,4,11,1,127.2,122.12,-5.08,0.96,1,27.45,0,1,0,1,17695988
49.0,0,2,6,2,80.0,4,0,0,0,3023.53,1367.86,0,0.0,0,0.0,80.0,1,1,4,5,1,120.0,125.98,5.98,1.05,1,34.99,1,1,0,1,16909813
37.0,0,3,3,2,80.0,2,0,1,1,2558.78,2777.26,4,0.0,0,0.0,80.0,1,1,6,5,1,180.0,173.99,-6.01,0.967,1,27.05,0,2,0,1,11444028
20.0,0,2,4,3,80.0,2,2,2,0,1732.54,2422.81,0,0.0,0,0.0,80.0,1,2,6,19,0,205.2,220.61,15.41,1.075,0,5.0,0,2,0,1,11322131
43.0,1,1,4,1,97.14,0,0,2,1,4596.7,4865.62,1,249.12,1,117.04,463.3,1,2,6,10,1,189.0,191.74,2.74,1.014,1,25.42,0,0,0,1,11400062
29.0,1,2,2,0,80.0,2,0,3,1,2248.76,2348.66,0,0.0,0,0.0,80.0,1,1,4,5,1,120.0,101.69,-18.31,0.847,1,22.75,0,2,0,1,19927446
39.0,1,1,4,3,103.9,1,0,0,1,3126.86,1057.39,2,134.31,0,0.0,238.21,1,1,6,5,1,180.0,154.31,-25.69,0.857,0,5.0,2,0,0,1,10116163
40.0,1,1,2,2,138.93,2,0,0,0,8296.29,4178.6,3,130.56,0,0.0,269.49,1,2,6,10,1,189.0,160.86,-28.14,0.851,1,37.14,1,1,0,1,10620538
22.0,0,2,2,2,80.0,2,2,0,0,2285.19,3495.59,0,0.0,0,0.0,80.0,1,2,8,17,0,280.0,310.7,30.7,1.11,1,18.7,0,0,0,1,19582191
44.0,0,1,5,3,134.22,3,1,0,0,1422.3,7819.69,1,128.23,1,85.22,347.67,1,2,6,4,1,178.2,190.36,12.16,1.068,1,30.05,0,1,0,1,15576547
23.0,1,2,8,3,80.0,0,3,1,0,6047.95,4214.98,0,0.0,0,0.0,80.0,1,1,4,16,1,133.2,122.28,-10.92,0.918,0,5.0,1,0,0,1,19798857
19.0,1,2,4,1,111.1,4,3,2,1,1780.52,1846.44,0,0.0,0,0.0,111.1,1,1,6,2,1,174.6,175.08,0.48,1.003,0,5.0,0,1,0,1,15809101
24.0,0,2,2,2,80.0,0,2,0,1,3511.27,3606.9,0,0.0,0,0.0,80.0,1,2,4,1,1,115.2,119.37,4.17,1.036,1,25.94,2,2,0,1,14038963
31.0,1,1,5,0,81.15,2,0,0,1,1599.86,1066.22,4,113.85,0,0.0,195.0,1,1,4,5,1,120.0,105.48,-14.52,0.879,0,5.0,0,0,0,1,14398528
36.0,0,2,5,3,80.0,2,0,0,0,3903.04,1739.0,0,0.0,0,0.0,80.0,1,1,4,12,1,128.4,120.81,-7.59,0.941,1,16.05,0,1,0,1,16664812
26.0,0,1,6,1,86.99,0,0,0,0,1383.34,3636.38,1,245.86,0,0.0,332.85,1,2,6,11,0,190.8,177.51,-13.29,0.93,0,5.0,0,1,0,1,16434288
44.0,1,1,5,1,115.11,0,0,1,1,4572.45,1703.81,2,315.19,0,0.0,430.3,1,1,4,12,1,128.4,116.89,-11.51,0.91,1,35.59,0,0,0,1,17843510
38.0,0,1,5,1,150.61,0,3,1,0,1600.51,1695.85,4,244.47,0,0.0,395.08,1,1,4,10,1,126.0,129.75,3.75,1.03,0,5.0,1,0,0,1,13063941
27.0,0,1,2,0,80.0,3,0,1,1,4826.18,1362.98,2,325.98,0,0.0,405.98,1,1,4,9,1,124.8,136.55,11.75,1.094,1,19.24,0,0,0,1,16299501
46.0,1,1,7,3,80.0,0,0,1,1,1690.92,1385.36,1,366.97,0,0.0,446.97,1,1,4,4,1,118.8,115.89,-2.91,0.976,1,37.79,1,1,0,1,16805027
49.0,0,1,9,1,80.0,1,0,1,0,4335.88,3416.31,6,236.97,2,413.01,729.98,1,2,4,6,1,121.2,110.63,-10.57,0.913,0,5.0,0,0,0,1,14380179
34.0,0,1,2,3,116.31,2,0,0,0,2749.33,1045.08,0,90.31,0,0.0,206.62,1,1,4,10,1,126.0,121.5,-4.5,0.964,0,5.0,0,1,0,1,18458841
32.0,0,2,3,3,80.0,1,2,0,0,2007.35,934.01,0,0.0,0,0.0,80.0,1,1,4,12,0,128.4,120.64,-7.76,0.94,1,34.14,0,0,0,1,19317945
18.0,0,2,4,0,80.0,4,3,0,0,4093.77,1017.32,0,0.0,0,0.0,80.0,1,3,6,8,1,185.4,195.65,10.25,1.055,0,5.0,1,1,0,1,10395293
30.0,0,1,5,3,84.21,1,0,0,0,2192.6,5281.12,2,350.7,0,0.0,434.91,1,1,6,8,0,185.4,179.94,-5.46,0.971,1,32.37,0,2,0,1,10206904
32.0,1,2,3,1,144.69,3,3,0,1,3127.25,1479.27,0,0.0,0,0.0,144.69,1,1,4,3,0,117.6,106.29,-11.31,0.904,0,5.0,1,0,0,1,13047149
38.0,0,2,4,1,80.0,0,0,2,0,3876.94,2598.94,0,0.0,0,0.0,80.0,1,1,6,11,1,190.8,195.33,4.53,1.024,1,29.43,1,1,0,1,15286278
33.0,1,2,4,2,141.75,1,0,0,1,1149.38,3820.92,0,0.0,0,0.0,141.75,1,1,6,12,1,192.6,160.16,-32.44,0.832,1,15.46,0,4,0,1,10149672
38.0,0,1,3,1,123.28,2,2,0,0,7273.74,1549.04,1,176.74,0,0.0,300.02,1,1,6,6,1,181.8,221.19,39.39,1.217,1,37.74,0,0,0,1,17077187
53.0,1,2,1,1,91.98,1,0,1,0,5525.68,5641.83,0,0.0,0,0.0,91.98,1,1,6,17,1,201.6,177.12,-24.48,0.879,1,9.95,1,1,0,1,12310023
29.0,0,1,9,2,130.45,1,0,0,1,1328.99,1338.82,1,677.98,0,0.0,808.43,1,1,6,8,1,185.4,194.77,9.37,1.051,1,29.74,0,0,0,1,18935426
29.0,1,2,4,1,88.4,1,0,2,0,3300.38,2654.93,0,0.0,0,0.0,88.4,1,1,6,3,1,176.4,179.11,2.71,1.015,0,5.0,0,1,0,1,19391909
19.0,0,2,5,1,80.0,2,2,1,0,3482.12,4510.13,0,0.0,0,0.0,80.0,1,1,6,5,1,180.0,168.44,-11.56,0.936,0,5.0,0,1,0,1,12050259
35.0,0,2,4,0,90.51,4,0,3,0,5591.44,9557.22,0,0.0,0,0.0,90.51,1,2,4,1,0,115.2,119.68,4.48,1.039,1,23.72,0,0,0,1,16913207
47.0,1,2,1,0,83.42,3,3,3,0,2495.42,3348.17,0,0.0,0,0.0,83.42,1,1,6,14,0,196.2,187.93,-8.27,0.958,1,34.22,0,2,0,1,14735779
18.0,0,2,4,2,80.0,2,3,1,0,5414.12,2946.22,0,0.0,0,0.0,80.0,1,1,4,3,1,117.6,131.85,14.25,1.121,1,17.43,1,0,0,1,12248452
27.0,0,1,5,1,136.52,2,0,1,1,9768.63,1297.18,2,336.4,0,0.0,472.92,1,1,6,10,1,189.0,205.12,16.12,1.085,1,29.95,1,2,0,1,19256500
35.0,0,1,4,3,80.0,2,0,0,1,2745.64,3849.81,0,285.49,0,0.0,365.49,1,1,4,5,1,120.0,140.12,20.12,1.168,0,5.0,0,1,0,1,18544219
45.0,0,1,2,1,80.0,1,0,1,0,2747.31,1864.81,2,320.05,0,0.0,400.05,1,1,8,8,1,257.5,270.27,12.77,1.05,1,19.1,0,1,0,1,16680542
40.0,1,2,5,1,80.0,2,0,2,0,2825.16,1831.87,0,0.0,0,0.0,80.0,1,2,6,4,1,178.2,194.78,16.58,1.093,0,5.0,0,0,0,1,18206610
39.0,1,2,6,3,107.44,2,0,2,0,2030.09,1064.2,0,0.0,0,0.0,107.44,1,1,4,6,1,121.2,123.63,2.43,1.02,1,33.02,0,1,0,1,14124562
32.0,1,1,2,4,140.43,2,2,0,0,1321.26,2174.52,2,139.11,0,0.0,279.54,1,1,6,1,1,172.8,156.75,-16.05,0.907,1,37.31,0,0,0,1,19232396
41.0,1,1,2,1,102.04,1,0,0,1,3069.57,2412.38,3,97.04,1,33.67,232.75,1,1,6,4,1,178.2,148.27,-29.93,0.832,1,38.16,1,2,0,1,18860054
47.0,0,2,2,1,97.31,2,0,1,1,5143.42,2181.96,0,0.0,0,0.0,97.31,1,1,4,5,0,120.0,120.0,0.0,1.0,1,8.5,1,1,0,1,19777058
18.0,0,2,4,1,192.53,1,2,1,1,6717.17,572.41,0,0.0,0,0.0,192.53,1,1,4,7,1,122.4,124.34,1.94,1.016,1,23.63,0,2,0,1,14918660
44.0,1,1,2,1,80.0,2,1,1,1,5107.65,1086.28,7,269.07,2,194.82,543.89,1,1,8,9,0,260.0,283.1,23.1,1.089,1,39.91,0,0,0,1,12155238
34.0,0,1,3,3,80.0,0,2,0,1,2834.01,2731.11,0,395.18,0,0.0,475.18,1,1,4,2,1,116.4,141.35,24.95,1.214,1,17.61,0,0,0,1,17118206
29.0,0,2,7,4,80.0,4,3,1,0,1978.54,1082.51,0,0.0,0,0.0,80.0,1,1,4,4,0,118.8,105.45,-13.35,0.888,1,29.35,0,0,0,1,11499830
18.0,1,1,3,1,80.0,0,3,2,1,5544.77,3174.9,1,219.88,0,0.0,299.88,1,2,8,9,0,260.0,263.15,3.15,1.012,1,27.97,0,1,0,1,17185732
18.0,0,1,2,3,80.0,1,2,0,1,4475.01,425.8,3,351.46,0,0.0,431.46,1,1,4,12,1,128.4,133.71,5.31,1.041,1,13.18,0,1,0,1,19809559
55.0,0,2,2,1,170.18,2,0,0,0,2187.26,5878.72,0,0.0,0,0.0,170.18,1,1,6,10,1,189.0,209.79,20.79,1.11,1,23.42,1,1,0,1,13257962
27.0,1,2,8,0,83.68,2,1,0,1,3614.71,2239.33,0,0.0,0,0.0,83.68,1,2,4,6,1,121.2,129.11,7.91,1.065,1,15.98,0,3,0,1,15035177
22.0,1,2,7,1,105.63,1,2,0,0,2273.99,4342.02,0,0.0,0,0.0,105.63,1,1,6,3,0,176.4,201.84,25.44,1.144,0,5.0,0,1,0,1,12555747
30.0,1,0,7,1,80.0,2,0,2,0,2127.63,5212.81,2,0.0,0,0.0,80.0,1,1,6,1,1,172.8,172.38,-0.42,0.998,1,31.67,0,2,0,1,13339516
26.0,0,0,3,1,82.3,0,2,1,1,1984.59,3124.94,3,0.0,0,0.0,82.3,1,1,8,12,0,267.5,295.93,28.43,1.106,1,24.45,0,1,0,1,17824530
36.0,1,2,5,2,143.67,1,0,2,0,3669.51,254.39,0,0.0,0,0.0,143.67,1,1,4,8,1,123.6,132.9,9.3,1.075,0,5.0,0,2,0,1,19186313
53.0,1,2,1,1,80.0,0,0,0,1,4403.15,3394.13,0,0.0,0,0.0,80.0,1,1,4,13,0,129.6,120.74,-8.86,0.932,0,5.0,0,0,0,1,14019754
28.0,1,1,3,0,173.01,1,0,0,1,2467.78,2016.73,1,169.48,0,0.0,342.49,1,1,4,1,0,115.2,114.69,-0.51,0.996,1,27.48,0,2,0,1,16991202
37.0,0,1,5,3,108.2,0,2,2,0,2960.15,2221.73,2,191.33,0,0.0,299.53,1,2,4,1,1,115.2,128.15,12.95,1.112,1,25.95,1,1,0,1,12194060
21.0,1,2,6,4,155.31,4,2,0,0,2400.98,2546.75,0,0.0,0,0.0,155.31,1,1,8,4,0,247.5,203.0,-44.5,0.82,1,13.29,0,0,0,1,12778602
53.0,0,2,2,1,134.03,1,0,0,0,1989.05,606.52,0,0.0,0,0.0,134.03,1,2,6,4,1,178.2,168.67,-9.53,0.947,0,5.0,0,1,0,1,10596373
